s,t,s1,s2,s3,s4,t1,t2,t3,t4
3102,2362,19,0,14,1,1,0,0,0
16929,3613,1,0,0,0,5,0,0,0
8395,3316,4,0,3,2,1,0,0,0
9547,1241,47,1,2,0,6,0,2,0
10070,15604,62,18,28,5,1,4,3,3
299,8253,1,0,0,0,1,0,0,0
12994,10444,2,0,4,0,1,0,1,0
11789,9199,1,0,0,0,14,0,6,1
1494,1091,1,0,0,0,6,0,0,0
796,16893,1,1,1,1,1,0,1,2
8543,8467,37,0,1,1,55,0,0,1
12368,13493,1,0,0,0,21,0,5,0
2043,15487,1,0,0,0,1,0,0,0
3614,10060,1,0,0,0,1,0,0,0
7128,3835,1,0,2,0,1,4,3,0
650,7662,2,0,1,0,2,0,0,0
9078,5881,13,0,0,0,113,0,1,0
15690,15122,1,0,0,0,5,0,0,0
1677,219,2,2,2,4,1,0,0,0
12941,12777,1,0,0,0,7,0,0,0
14472,6086,7,0,1,0,1,0,0,0
6765,16673,1,0,0,0,2,0,0,0
16493,15978,26,1,0,0,39,1,4,0
10152,10259,9,0,1,13,3,0,0,4
15974,5595,3,0,0,0,2,0,0,0
8517,15501,19,0,1,4,3,0,1,0
14170,8792,1,0,0,0,1,0,0,0
6453,9277,10,0,0,3,40,0,0,4
524,8877,1,0,0,0,1,0,0,0
1690,14990,3,1,1,0,8,0,0,0
16110,898,9,0,1,0,14,0,2,0
880,12066,1,2,0,0,1,8,0,3
10209,14242,16,0,0,1,1,0,0,0
5778,1047,7,0,2,0,2,0,3,0
9318,9991,27,19,0,0,2,7,7,0
13283,13175,62,2,0,2,7,0,0,0
12812,1614,2,0,0,0,3,0,0,0
8930,9382,1,0,0,0,1,0,0,0
14846,16096,2,0,4,2,12,0,1,0
13350,101,38,0,1,3,6,8,0,0
17080,4533,86,0,8,21,201,2,12,4
3103,9497,1,1,0,0,42,21,17,5
14528,16607,1,0,0,0,1,0,0,0
10000,16169,8,2,1,0,4,0,0,0
15327,10477,4,1,5,2,5,4,4,3
11631,8406,1,0,0,0,1,0,0,0
16279,11580,2,0,0,0,23,0,0,0
16225,9574,26,0,0,0,10,0,0,0
9411,3031,1,0,0,0,1,0,0,0
17080,72,86,0,8,21,13,0,1,0
7939,16770,79,8,9,1,7,0,1,0
527,14494,54,1,1,4,13,7,7,4
439,12116,63,0,4,2,24,0,1,0
4423,11260,1,0,0,0,1,0,0,0
4195,3047,1,0,0,0,74,1,13,57
9547,1209,47,1,2,0,3,0,0,0
9339,636,1,0,0,0,1,0,1,0
8170,9973,1,0,0,0,4,4,3,0
12713,12517,2,0,0,0,1,0,0,0
403,5813,70,0,2,0,38,5,1,0
11909,8916,11,1,8,2,1,0,0,0
8352,2829,19,1,2,3,26,0,2,0
10275,9712,93,2,30,9,11,6,4,0
6948,9362,8,1,0,0,5,1,12,8
13016,3677,1,0,0,0,1,0,0,0
494,11012,1,0,0,0,1,0,0,0
6983,7341,1,0,0,0,21,0,5,2
8138,17388,8,1,16,0,15,0,14,0
854,3170,12,0,0,0,3,0,0,0
10048,5101,1,0,0,0,1,0,0,0
12856,12209,2,0,0,0,5,2,2,1
11100,1023,1,0,0,0,2,0,0,0
3267,4200,5,0,0,0,6,0,0,0
15792,13199,1,0,0,0,1,0,0,0
16174,11241,18,0,0,2,30,0,12,6
1070,2226,2,2,0,0,1,0,0,0
15605,2551,1,0,0,0,1,0,0,0
10077,2862,2,0,1,0,13,4,0,1
13741,7268,3,0,0,0,2,0,0,0
10112,10716,5,0,1,0,1,0,0,0
7417,2736,3,0,0,0,8,0,1,0
9432,15209,4,0,0,1,2,0,0,0
532,17464,9,0,0,0,92,0,2,0
6721,10204,1,0,0,0,2,0,0,0
13702,15180,2,0,0,0,1,0,0,0
8970,13858,1,0,0,0,8,0,0,3
3347,17226,1,0,0,0,1,0,0,0
1282,10664,57,24,3,0,8,1,2,1
2939,15239,7,0,0,0,1,0,0,0
10125,9055,17,0,1,0,8,0,0,0
6932,11228,1,0,0,0,55,0,12,0
9411,3056,1,0,0,0,1,0,0,0
11768,13732,2,0,0,0,22,0,5,5
5961,4062,2,0,0,0,1,4,0,0
8996,4993,1,0,0,0,2,0,0,0
13910,1971,5,0,0,3,83,12,19,38
3705,14788,1,0,0,0,1,0,0,0
4625,16228,39,0,5,0,1,0,0,0
16362,11960,1,0,0,0,8,0,4,0
1283,4302,1,0,0,0,2,0,0,0
11902,11708,3,0,0,0,5,0,2,0
10463,3061,1,0,0,0,1,0,0,0
6129,3919,1,1,0,0,1,0,0,0
13861,3283,2,0,0,0,3,0,0,0
1446,4827,70,0,1,1,56,0,1,3
16226,13430,8,0,4,0,12,0,2,1
5015,1378,63,0,0,0,2,0,0,0
9200,6160,1,0,1,0,2,0,2,1
13360,9030,107,5,4,2,72,0,1,1
12964,4855,13,2,5,0,7,0,0,1
17243,4827,118,0,1,3,56,0,1,3
403,5860,70,0,2,0,43,2,3,9
15706,17094,1,0,0,0,4,0,0,0
8733,9649,1,0,0,0,3,1,1,0
13430,11958,12,0,2,1,62,0,4,0
9844,8278,154,1,5,7,38,0,0,0
11200,8395,2,0,0,0,4,0,3,2
13267,16441,2,0,1,0,2,0,0,0
16493,129,26,1,0,0,7,0,0,0
13735,4479,1,0,0,0,1,0,0,0
7094,5929,1,0,0,0,147,0,20,13
13636,16083,2,0,0,0,1,0,0,0
9533,4412,9,11,1,4,5,0,0,0
9590,7459,1,0,1,0,3,0,0,0
9320,10065,1,0,0,0,5,0,0,0
3557,1707,1,0,0,0,1,2,0,1
677,17243,12,0,2,0,118,0,1,3
4144,11278,25,0,9,0,7,0,0,1
503,11533,11,0,4,0,1,0,0,0
695,4885,1,0,0,0,7,0,2,0
11788,2318,1,0,0,0,2,0,0,0
8275,13168,1,0,0,0,2,0,0,0
1613,12955,38,34,24,12,9,7,1,1
5764,15478,1,0,0,0,2,0,0,0
4066,16332,16,0,2,1,10,0,0,0
13741,7234,3,0,0,0,1,0,0,0
223,2083,1,0,0,0,8,0,1,2
3904,17247,2,0,0,0,3,0,0,0
653,16639,1,0,0,0,23,2,5,0
1480,4358,25,0,2,5,5,0,3,8
1268,13803,50,3,42,2,2,1,21,3
1424,14740,3,0,1,0,1,0,0,0
2656,1417,19,0,10,0,16,0,2,1
4239,5777,1,0,0,0,2,0,0,0
318,13002,10,0,0,0,15,0,0,0
15901,2928,3,0,3,3,53,2,28,10
10690,7459,1,0,0,0,3,0,0,0
7601,14803,3,0,0,0,1,0,0,0
16993,5344,39,9,20,12,3,0,0,1
2125,5015,10,0,0,0,63,0,0,0
6658,3171,24,2,4,0,69,0,1,0
3817,5756,12,8,15,0,1,5,6,20
7998,9262,18,0,4,0,7,0,1,2
8167,3102,1,0,0,0,19,0,14,1
14355,15180,2,0,0,0,1,0,0,0
16239,6685,40,0,3,0,1,0,0,0
1143,8839,1,0,0,1,1,0,0,0
6721,10248,1,0,0,0,13,0,1,0
15698,10690,1,0,0,0,1,0,0,0
6706,854,51,0,2,0,12,0,0,0
1849,5293,1,0,0,0,1,0,0,0
1996,2400,1,0,0,0,1,0,0,0
1446,4860,70,0,1,1,1,0,0,0
17080,52,86,0,8,21,5,0,1,0
5778,11022,7,0,2,0,12,0,8,1
7470,795,3,0,2,0,1,0,0,0
10015,14309,1,0,0,0,58,0,3,4
16867,6533,19,4,5,4,2,3,5,3
11092,15367,2,0,0,0,1,0,1,0
10563,16639,2,0,0,0,23,2,5,0
14756,16884,14,0,1,3,4,0,0,2
14134,3678,1,0,0,0,1,0,0,0
1661,17197,1,0,0,0,2,1,2,0
17243,4851,118,0,1,3,28,0,1,2
403,5836,70,0,2,0,4,0,0,0
15091,15601,3,1,1,4,7,5,3,20
12365,11378,28,0,3,1,6,9,8,38
7479,10440,1,0,0,0,1,0,0,0
13787,2993,110,1,26,5,3,0,0,1
10684,4694,2,0,0,0,8,0,1,0
9590,7486,1,0,1,0,1,0,0,0
13952,4060,14,0,0,0,46,2,12,6
3575,17235,1,0,0,1,1,0,0,0
9136,16225,11,0,0,1,26,0,0,0
8563,8155,1,0,2,0,3,0,0,0
4794,11332,20,0,1,0,1,0,0,0
10069,3131,7,0,0,0,28,0,8,1
2495,6408,3,4,0,1,3,2,0,0
9646,16174,50,4,5,3,18,0,0,2
10789,2193,38,0,6,1,11,0,1,0
12361,11779,1,0,0,0,46,1,18,1
10286,16237,1,0,0,0,2,0,0,0
11709,5229,1,1,0,0,1,0,0,0
17467,10842,6,0,0,0,13,0,0,1
2283,2863,1,0,0,0,1,0,0,0
1384,17103,1,0,0,0,1,3,0,2
2862,7607,13,4,0,1,3,2,0,0
6621,5618,7,0,0,0,2,0,0,0
9849,881,1,0,0,0,1,0,0,0
7083,16911,2,0,0,0,2,0,0,0
9216,11164,1,0,0,0,11,0,0,0
10447,10833,1,0,1,0,1,0,0,0
1707,6822,1,2,0,1,2,0,0,0
4504,10948,1,0,0,0,1,0,0,0
15995,3940,1,0,0,0,3,0,0,0
11895,8373,2,1,2,11,12,1,2,0
10690,7486,1,0,0,0,1,0,0,0
6500,15014,3,0,0,1,2,0,0,0
8917,5531,1,0,5,5,7,7,6,6
7644,16406,5,0,0,0,3,0,0,0
3693,12088,9,0,1,0,5,0,1,0
16003,3420,4,10,4,13,33,0,0,0
4554,7274,8,0,0,0,10,0,1,0
7635,9292,7,0,1,2,3,0,1,0
5263,1226,4,0,0,0,139,0,0,0
10752,2042,2,0,1,0,2,3,8,8
10062,7786,14,0,1,0,13,0,0,1
11046,9180,1,0,0,0,1,0,0,0
1112,8212,2,0,1,0,3,0,1,1
16938,7432,3,0,0,0,110,0,1,2
13413,10374,2,0,1,0,1,0,0,0
8698,15254,1,2,0,0,1,0,0,0
1419,11740,13,0,6,0,1,0,0,0
5761,13350,94,3,38,164,38,0,1,3
3117,17464,11,0,0,0,92,0,2,0
10594,11088,1,0,0,0,1,0,0,0
2473,3879,2,1,1,1,2,0,0,0
14810,1265,2,0,0,0,27,1,6,1
8130,13334,1,0,4,0,2,0,0,0
1614,9259,3,0,0,0,28,0,4,1
3693,12086,9,0,1,0,1,0,0,0
15584,3401,1,0,0,0,1,0,0,0
11241,13589,30,0,12,6,4,0,1,0
264,13787,7,11,3,7,110,1,26,5
11640,3922,26,0,0,3,46,1,3,1
7411,14432,1,0,0,0,1,0,0,0
15268,3525,1,0,0,0,1,0,0,0
2041,15974,8,0,0,0,3,0,0,0
11028,11788,36,0,1,1,1,0,0,0
13284,3576,3,0,0,0,3,0,0,0
17214,7147,21,0,0,0,2,0,0,0
12750,4570,1,0,0,0,1,0,0,0
3990,13493,1,0,0,0,21,0,5,0
508,3382,39,0,1,0,40,0,1,0
11556,10042,1,3,1,2,12,0,0,0
15978,12811,39,1,4,0,8,0,0,0
10167,5352,1,0,0,0,68,5,5,9
17073,3333,22,0,9,2,1,0,1,0
11631,8497,1,0,0,0,1,0,0,0
8197,5262,2,0,0,0,1,0,0,0
776,13128,1,0,0,0,1,0,0,0
5857,1596,1,0,0,0,3,2,0,0
3251,2049,4,0,0,1,1,1,2,0
8320,13758,1,0,0,0,1,0,0,0
9136,16300,11,0,0,1,3,0,0,0
16867,6482,19,4,5,4,1,2,0,0
6876,1303,2,0,0,0,32,0,1,0
9772,56,15,0,0,0,9,1,0,4
17455,14932,5,0,0,0,13,0,0,0
5135,16037,13,0,1,1,1,0,0,0
13172,12563,1,0,0,0,1,0,0,0
6184,13409,1,0,0,0,1,0,0,0
2931,612,143,22,55,199,1,0,0,0
15268,3507,1,0,0,0,10,4,2,3
15230,7113,7,0,1,0,34,0,6,2
12468,11687,1,0,0,1,1,1,1,3
8610,1305,3,0,0,0,1,0,0,0
11505,9675,42,0,1,0,41,0,4,0
15903,11906,1,0,0,0,20,1,0,1
17123,16943,1,0,0,0,70,0,9,13
5361,16731,2,0,5,15,7,0,5,22
12497,7331,2,0,0,0,20,0,3,1
9075,11867,2,0,2,0,3,0,5,0
10893,14748,5,0,0,0,2,0,0,0
14593,9078,2,0,0,0,13,0,0,0
10184,8736,4,0,1,10,1,0,0,0
2844,11304,1,1,0,0,5,2,5,1
14256,10724,2,0,0,0,1,0,0,0
13498,3889,2,4,5,2,119,3,16,9
9803,572,1,0,0,0,1,0,0,0
2812,5863,31,2,16,2,1,1,0,0
6580,6424,1,0,0,0,1,1,1,0
1397,6057,26,0,4,2,9,0,0,0
15853,2834,5,0,0,0,37,0,0,0
10040,2584,7,7,6,4,1,5,0,0
5263,1233,4,0,0,0,1,0,0,0
10780,1261,1,0,7,1,1,0,0,0
16807,16794,3,0,0,0,1,0,0,0
14620,2716,23,2,1,0,32,0,2,2
7998,9308,18,0,4,0,82,2,15,1
14902,10378,1,0,0,0,1,0,0,0
5386,9513,83,2,1,0,41,0,0,0
10755,5903,5,1,8,0,1,2,4,0
3822,1406,1,0,0,0,4,0,0,0
2633,12490,1,0,0,1,1,0,0,0
14057,8137,3,37,1,13,3,0,0,0
16993,5292,39,9,20,12,3,0,0,0
9451,14085,1,0,0,0,1,0,0,1
403,5793,70,0,2,0,143,0,6,4
7708,14618,2,0,3,1,2,0,1,0
2351,10320,24,0,0,1,1,0,0,0
16338,6801,4,0,0,0,2,24,36,60
8634,9030,20,0,5,5,72,0,1,1
9274,7262,1,0,0,1,2,6,0,7
7263,8996,2,0,0,0,1,0,0,0
3406,5208,10,1,6,0,3,7,1,1
4098,15878,16,0,0,0,2,0,0,0
3868,5806,3,3,4,5,1,0,0,0
15223,12785,21,0,0,1,1,0,0,0
7800,17207,1,0,0,0,1,0,0,0
8078,7774,4,0,0,0,1,0,0,0
5929,9612,147,0,20,13,10,0,1,4
14061,17035,5,0,0,0,1,0,0,0
9747,4858,102,1,20,2,3,0,0,0
14013,9308,2,0,0,0,82,2,15,1
13049,736,1,0,0,0,3,1,14,0
11697,1480,2,0,0,0,25,0,2,5
15043,9689,3,0,0,0,38,0,2,2
12026,10748,9,0,2,2,13,7,47,12
12003,6807,4,0,3,0,59,0,2,0
8081,13236,9,5,9,5,19,0,16,52
6354,10131,1,0,0,0,1,0,0,0
9874,16486,3,2,0,0,18,0,6,0
14537,4477,4,0,0,0,1,0,0,0
13368,3187,1,0,0,0,1,0,0,0
10925,13309,25,0,1,0,3,0,0,0
3980,17129,22,0,0,0,1,2,8,17
261,3963,7,56,7,3,3,3,0,0
12548,8715,1,0,0,0,1,0,0,1
17402,14358,5,0,1,0,2,0,0,0
6807,6706,59,0,2,0,51,0,2,0
5720,5011,31,1,17,14,5,0,0,2
13691,17109,1,0,0,2,2,0,0,0
11102,6648,2,0,2,0,5,0,2,0
15938,9279,73,1,0,0,5,2,4,0
12135,11418,17,7,17,1,3,0,0,0
13978,10000,4,1,0,1,8,2,1,0
1991,15520,25,0,1,3,2,9,4,25
8527,3012,2,2,0,0,12,3,0,24
13073,6739,2,0,0,3,10,5,11,44
5990,1643,1,0,0,1,1,0,0,1
5652,12648,5,1,0,1,2,0,0,0
3980,17161,22,0,0,0,5,0,0,0
14325,9236,4,0,0,0,2,0,0,0
2509,6948,1,0,0,3,8,1,0,0
7113,15568,34,0,6,2,1,0,0,0
17405,6649,1,0,0,1,1,0,0,0
12567,1510,1,0,0,0,2,4,4,0
2055,2527,5,0,0,0,1,2,0,1
3065,15138,12,2,1,7,3,0,1,2
2880,11272,8,5,9,2,2,0,0,1
7645,610,8,0,0,0,52,0,1,0
11116,3320,38,0,0,1,1,0,0,0
12533,4845,25,0,2,0,7,0,0,0
2876,4722,7,1,2,0,1,2,0,0
12475,2226,5,0,1,0,1,0,0,0
11855,11161,1,0,3,0,10,2,33,42
1775,11191,36,0,3,1,3,0,0,0
15917,425,3,0,0,0,1,0,0,0
13843,8788,1,2,0,5,2,0,1,0
15630,404,1,0,0,0,1,0,0,0
9215,1694,2,0,0,0,5,0,0,0
935,8992,3,0,0,0,4,0,0,0
7361,8543,1,0,0,0,37,0,1,1
3047,1055,74,1,13,57,4,0,1,7
1771,8582,1,0,0,0,1,0,0,0
14803,2596,1,0,0,0,10,5,3,5
11700,4216,6,0,2,1,18,0,2,1
14030,13878,1,0,0,0,1,0,0,0
3047,1051,74,1,13,57,2,0,0,0
7486,15698,1,0,0,0,1,0,0,0
7509,11785,43,0,6,7,6,0,2,0
15496,14324,2,0,0,0,2,0,0,0
11196,7255,1,0,0,0,1,0,0,0
12243,7471,6,0,0,12,1,0,1,0
13249,5673,1,0,0,0,10,0,1,1
8918,3958,114,3,0,13,19,0,0,0
13283,5164,62,2,0,2,1,0,0,0
4533,9350,201,2,12,4,9,0,14,0
4231,11223,23,1,10,3,55,0,5,1
4827,12596,56,0,1,3,26,2,0,1
2790,8311,1,0,0,0,47,2,7,11
7843,10563,3,0,0,0,2,0,0,0
14299,12456,7,2,4,0,1,0,0,0
1339,14604,1,0,0,0,2,0,0,0
12584,17467,8,0,0,0,6,0,0,0
1226,1208,139,0,0,0,9,0,0,0
3848,14622,1,0,0,0,1,0,13,0
1840,4323,1,0,0,0,12,1,2,0
2931,11383,143,22,55,199,9,2,4,17
1303,5047,32,0,1,0,3,0,0,0
14918,2735,11,0,2,2,1,0,1,0
11011,5711,1,0,0,0,1,1,4,0
11906,114,20,1,0,1,1,8,0,0
14302,8327,8,0,0,0,1,0,0,0
3383,411,5,0,1,2,2,0,0,0
15154,1717,1,0,5,0,1,0,5,0
15630,424,1,0,0,0,3,0,0,1
2481,12049,5,0,0,0,6,0,0,0
13541,12135,25,0,6,0,17,7,17,1
11350,14219,1,0,0,0,1,0,0,0
13819,4006,4,9,16,18,14,0,0,0
7615,10271,88,1,0,0,17,0,1,0
3420,28,33,0,0,0,1,0,0,0
10204,9590,2,0,0,0,1,0,1,0
7727,8567,6,9,3,9,1,0,0,13
935,8966,3,0,0,0,2,0,0,0
3704,8484,1,0,1,0,5,0,2,0
10369,15501,6,0,1,0,3,0,1,0
7375,5215,5,0,0,1,8,0,0,1
3131,6104,28,0,8,1,1,0,0,0
1226,1237,139,0,0,0,101,0,5,2
4533,9338,201,2,12,4,2,1,0,1
14903,7296,1,2,0,0,1,0,0,0
5761,13301,94,3,38,164,8,0,5,4
17125,16993,6,5,0,2,39,9,20,12
14561,12198,3,0,0,0,3,0,0,0
2640,1886,1,0,0,0,1,0,1,0
16731,8339,7,0,5,22,1,0,0,1
12638,2439,1,0,0,0,1,0,0,0
9646,16187,50,4,5,3,27,0,13,4
3906,1033,1,0,0,0,3,0,0,0
14179,9646,12,6,1,7,50,4,5,3
12361,11747,1,0,0,0,2,0,0,0
8392,12812,1,0,0,0,2,0,0,0
1119,136,7,1,3,2,1,0,0,0
13206,4794,6,0,0,0,20,0,1,0
6978,15074,5,0,3,0,2,0,0,0
508,13360,39,0,1,0,107,5,4,2
13453,6674,15,0,0,0,7,0,6,0
13862,16713,29,1,1,1,1,0,0,0
2868,14083,5,0,1,0,3,0,3,1
2742,13025,3,1,0,0,1,1,0,0
8507,3256,1,0,0,0,5,3,0,0
6706,3726,51,0,2,0,2,0,0,0
12117,8311,6,0,1,0,47,2,7,11
12748,13996,41,0,0,0,1,0,0,0
12072,1792,1,0,0,0,8,0,0,3
10789,2518,38,0,6,1,2,0,0,0
1969,1124,4,0,9,3,14,1,2,5
12856,12155,2,0,0,0,38,0,2,0
11042,10809,1,0,0,0,1,0,0,0
16459,15344,1,0,0,0,1,0,0,1
2719,13985,3,0,0,0,1,0,0,0
15204,4978,26,0,1,0,2,0,0,0
12594,202,1,0,0,0,65,0,9,9
15370,13310,10,0,0,0,1,0,0,0
13347,11025,91,0,6,22,2,0,2,0
2732,17117,9,0,0,0,56,0,0,0
701,12061,6,0,1,0,1,0,0,0
11962,14916,12,2,1,0,38,0,9,7
14666,14966,30,4,7,4,3,0,0,0
7846,6138,1,0,0,0,1,0,0,0
13283,5251,62,2,0,2,8,2,18,0
11033,16984,1,0,0,0,1,0,0,0
11372,2997,1,0,0,0,2,1,1,2
8918,14938,114,3,0,13,19,0,0,0
823,13735,1,0,0,0,1,0,0,0
5363,8910,2,0,0,0,1,3,0,0
10456,4060,45,0,0,0,46,2,12,6
7615,9752,88,1,0,0,2,0,0,0
11610,13382,1,0,0,0,4,1,0,0
16901,9585,1,0,0,0,1,0,0,4
7450,16730,1,0,0,0,3,0,0,0
14215,17468,1,0,0,0,2,0,0,0
12482,3256,9,0,1,0,5,3,0,0
11045,2036,60,0,10,0,1,0,0,0
13497,5386,11,0,0,0,83,2,1,0
9675,13430,41,0,4,0,12,0,2,1
15563,5483,19,0,0,0,89,1,6,3
2834,15190,37,0,0,0,9,0,0,0
5221,7956,2,0,0,2,107,0,6,7
17477,15919,3,0,0,0,1,0,0,0
9019,6185,16,0,2,0,15,2,6,0
5412,14190,6,0,0,0,2,0,0,0
12792,14329,90,2,0,1,5,2,0,0
13485,261,5,2,2,1,7,56,7,3
4385,4110,1,1,0,0,2,2,0,0
16580,15791,4,0,0,0,2,0,0,0
12815,10204,1,0,0,0,2,0,0,0
15103,1370,4,0,0,0,11,3,2,35
15544,3852,2,0,0,0,3,0,0,0
12821,5295,24,0,12,20,2,0,2,4
6184,13381,1,0,0,0,1,0,0,0
2113,14188,2,0,0,0,5,0,0,4
12247,16946,2,1,0,1,1,0,0,0
1146,12264,62,0,10,2,16,0,1,0
17335,1765,1,0,0,0,76,1,13,10
12409,604,37,0,14,0,98,1,18,30
14222,11685,142,25,60,238,2,0,3,14
9068,17454,5,0,1,0,1,0,0,18
11590,9758,1,0,0,0,3,0,0,0
8127,3889,19,2,3,4,119,3,16,9
10033,3773,3,0,2,2,2,1,1,0
6624,14009,12,1,1,0,26,2,6,0
10788,4048,33,0,2,1,29,0,2,10
13111,2113,9,0,2,1,2,0,0,0
2472,5794,1,0,0,0,6,0,0,0
6051,4396,4,0,1,0,5,0,4,1
8083,3713,23,0,1,0,9,0,0,0
5111,13485,24,3,2,1,5,2,2,1
5977,6308,1,0,0,0,1,0,0,0
7275,14472,11,0,5,25,7,0,1,0
6296,16576,5,0,0,0,7,2,7,22
1760,13021,5,3,7,26,5,0,1,0
11088,14536,1,0,0,0,8,0,1,3
6688,5616,3,0,0,0,3,0,1,0
5772,3592,3,0,0,0,1,0,0,0
7615,10543,88,1,0,0,21,0,6,0
6000,4535,1,0,0,0,1,0,0,0
4936,1774,1,0,1,0,1,0,0,1
6395,12461,2,0,1,0,19,0,3,0
7302,11255,2,0,5,0,57,1,2,0
10100,14881,1,0,0,0,5,0,0,0
15272,1072,1,0,0,0,121,16,29,34
8074,68,1,0,0,0,2,0,0,0
13093,6612,2,0,0,0,13,0,8,2
14989,2829,1,2,0,2,26,0,2,0
15938,9346,73,1,0,0,35,0,13,9
12792,14300,90,2,0,1,8,0,0,0
15679,3565,4,3,2,1,2,0,1,0
4827,12748,56,0,1,3,41,0,0,0
5215,4740,8,0,0,1,1,0,0,0
9366,6336,4,0,0,0,7,0,0,0
2723,14897,1,0,0,0,1,0,0,0
5913,7204,9,0,0,3,4,0,1,0
7701,12812,2,0,0,0,2,0,0,0
8056,2381,3,0,0,0,3,1,0,1
9994,6662,1,0,0,1,4,0,4,10
3670,616,31,2,38,19,4,1,4,0
233,16288,1,0,0,0,3,0,0,0
12841,5336,1,0,0,0,1,0,0,0
14179,9819,12,6,1,7,5,0,1,0
9819,17389,5,0,1,0,3,5,8,3
14037,8850,2,12,14,18,2,0,2,0
2471,7275,8,1,0,1,11,0,5,25
15128,7507,5,0,2,0,11,0,6,0
1226,1169,139,0,0,0,1,0,0,0
7676,15718,110,0,6,1,5,1,2,0
16898,14666,1,0,0,0,30,4,7,4
9366,6303,4,0,0,0,16,0,0,0
7833,7785,1,0,0,0,1,0,0,0
13347,11073,91,0,6,22,1,0,0,0
13117,11110,25,2,6,0,6,0,0,0
11119,6900,1,0,0,0,8,0,3,0
5813,15455,38,5,1,0,2,0,0,0
9689,2312,38,0,2,2,1,0,0,2
13175,14609,7,0,0,0,1,0,0,0
14273,1146,5,0,0,0,62,0,10,2
1303,5481,32,0,1,0,1,0,0,0
10652,610,1,0,0,0,52,0,1,0
1538,17490,1,0,0,0,2,1,0,1
6347,16333,1,1,1,7,1,1,0,0
17464,3901,92,0,2,0,33,0,0,0
11795,3277,3,1,0,0,19,0,1,0
10722,5,68,0,3,0,27,0,2,0
8619,13493,12,0,0,0,21,0,5,0
9587,565,1,0,0,0,1,0,0,0
5235,14378,1,0,0,0,2,0,0,0
7658,1404,2,0,0,0,14,0,1,2
9750,17388,1,0,2,0,15,0,14,0
2963,10637,1,0,0,0,1,0,0,0
12644,5034,1,0,2,1,1,0,1,0
11546,5101,1,0,0,0,1,0,0,0
2338,7215,2,0,0,0,5,0,0,0
16580,15743,4,0,0,0,1,0,0,0
14425,7960,1,1,0,0,4,0,0,0
12230,16566,5,0,2,0,6,1,2,0
10248,16150,13,0,1,0,6,0,0,0
3160,11462,2,0,0,0,21,0,2,0
7021,9425,5,0,1,0,13,0,1,0
6532,14540,1,0,0,0,1,0,0,0
7642,1893,1,0,0,0,1,0,0,0
10366,11108,7,0,0,0,2,0,0,0
8472,16275,2,0,0,0,5,0,1,0
10137,15856,2,0,0,0,1,0,0,0
17045,4242,1,0,0,0,3,0,0,0
3039,4048,15,2,2,84,29,0,2,10
6688,5654,3,0,0,0,10,0,0,0
4775,6384,1,0,0,0,1,0,0,0
5550,12396,11,1,11,3,1,0,0,0
14317,15470,16,0,1,0,18,0,4,0
8987,11906,1,0,2,0,20,1,0,1
2140,11640,11,1,0,0,26,0,0,3
9233,12806,1,0,0,0,1,0,0,0
16239,6744,40,0,3,0,1,0,0,0
7310,8486,1,0,0,0,1,0,0,0
1426,4882,5,0,0,0,9,0,0,0
6765,9002,1,0,0,0,4,0,2,0
15975,10646,1,0,0,0,2,0,4,0
8977,13013,4,0,1,1,2,1,1,2
15880,1358,1,0,0,0,11,0,0,0
503,11853,11,0,4,0,4,0,0,0
5575,3727,1,0,0,0,5,2,2,0
3118,4401,2,0,0,0,11,0,0,0
16202,10312,1,0,0,0,1,0,0,0
12941,3856,1,0,0,0,2,1,1,0
2204,5978,2,0,0,0,8,0,0,0
3768,7137,2,0,0,0,3,0,3,0
15374,4951,2,0,4,0,2,0,1,0
13094,15254,1,0,0,0,1,0,0,0
2007,15218,8,0,6,4,2,0,0,3
17464,3974,92,0,2,0,3,0,0,0
17336,631,3,0,0,0,2,4,0,0
15524,13160,14,7,6,90,25,0,3,0
12176,13022,30,0,1,1,9,0,0,0
6374,13772,1,0,0,1,1,0,0,0
4929,10755,1,0,0,0,5,1,8,0
1234,9724,1,1,0,0,23,0,0,1
17011,11521,1,0,0,0,2,0,0,0
6229,8315,1,0,0,0,1,1,0,0
71,4907,1,0,1,6,2,0,3,3
9724,13998,23,0,0,1,1,4,1,0
10005,4746,1,0,0,0,1,0,0,0
10281,14216,11,0,0,0,1,0,0,0
6355,7190,1,0,0,0,3,0,0,0
11696,3279,17,0,4,29,28,0,5,6
7593,3176,1,0,0,0,1,0,0,0
12935,9404,32,0,10,1,1,0,0,0
15152,5015,10,0,0,0,63,0,0,0
716,10108,32,1,1,0,22,0,0,0
10165,10961,8,0,0,0,1,0,0,0
11784,10530,4,0,0,3,1,0,0,0
10560,12016,15,0,0,0,3,0,0,0
15713,11542,1,0,0,0,1,0,0,0
16294,4444,13,1,1,0,3,0,0,0
10776,3714,1,0,0,0,2,0,0,0
8395,14851,4,0,3,2,1,1,0,1
2834,15105,37,0,0,0,1,0,0,0
8555,15601,1,3,21,22,7,5,3,20
439,12458,63,0,4,2,1,0,0,3
5813,2951,38,5,1,0,2,0,1,10
11350,6303,1,0,0,0,16,0,0,0
10134,13728,1,0,0,0,19,1,3,0
1303,5422,32,0,1,0,1,0,0,0
5208,3406,3,7,1,1,10,1,6,0
5422,12632,1,0,0,0,53,0,1,0
12524,9030,1,0,0,0,72,0,1,1
